translation,Surah,Juz
ولى نه، زيرا او دشمن آيات ما بود.,16,29
به زودى او را به بالارفتن از گردنه [عذاب‌] وادار مى‌كنم.,17,29
آرى، [آن دشمن حق‌] انديشيد و سنجيد.,18,29
كشته بادا، چگونه [او] سنجيد؟,19,29
[آرى،] كشته بادا، چگونه [او] سنجيد.,20,29
آنگاه نظر انداخت.,21,29
سپس رو ترش نمود و چهره در هم كشيد.,22,29
آنگاه پشت گردانيد و تكبّر ورزيد،,23,29
و گفت: «اين [قرآن‌] جز سحرى كه [به برخى‌] آموخته‌اند نيست.,24,29
اى كسانى كه ايمان آورده‌ايد، خدا را اطاعت كنيد و پيامبر و اولياى امر خود را [نيز] اطاعت كنيد؛ پس هر گاه در امرى [دينى‌] اختلاف نظر يافتيد، اگر به خدا و روز بازپسين ايمان داريد، آن را به [كتاب‌] خدا و [سنت‌] پيامبر [او] عرضه بداريد، اين بهتر و نيك‌فرجام‌تر است.,59,5
اين غير از سخن بشر نيست.»,25,29
زودا كه او را به سَقَر در آورم.,26,29
و تو چه دانى كه آن سَقَر چيست؟,27,29
نه باقى مى‌گذارد و نه رها مى‌كند.,28,29
پوستها را سياه مى‌گرداند.,29,29
[و] بر آن [دوزخ‌]، نوزده [نگهبان‌] است.,30,29
و ما موكّلان آتش را جز فرشتگان نگردانيديم، و شماره آنها را جز آزمايشى براى كسانى كه كافر شده‌اند قرار نداديم، تا آنان كه اهل كتابند يقين به هم رسانند، و ايمان كسانى كه ايمان آورده‌اند افزون گردد، و آنان كه كتاب به ايشان داده شده و [نيز] مؤمنان به شك نيفتند، و تا كسانى كه در دلهايشان بيمارى است و كافران بگويند: «خدا از اين وصف‌كردن، چه چيزى را اراده كرده است؟» اين گونه، خدا هر كه را بخواهد بيراه مى‌گذارد و هر كه را بخواهد هدايت مى كند، و [شماره‌] سپاهيان پروردگارت را جز او نمى‌داند، و اين [آيات‌] جز تذكارى براى بشر نيست.,31,29
نه چنين است [كه مى‌پندارند!] سوگند به ماه،,32,29
و سوگند به شامگاه چون پشت كند،,33,29
و سوگند به بامداد چون آشكار شود،,34,29
آيا نديده‌اى كسانى را كه مى‌پندارند به آنچه به سوى تو نازل شده و [به‌] آنچه پيش از تو نازل گرديده، ايمان آورده‌اند [با اين همه‌] مى‌خواهند داورى ميان خود را به سوى طاغوت ببرند، با آنكه قطعاً فرمان يافته‌اند كه بدان كفر ورزند، و[لى‌] شيطان مى‌خواهد آنان را به گمراهى دورى دراندازد.,60,5
كه آيات [قرآن‌] از پديده‌هاى بزرگ است.,35,29
بشر را هشداردهنده است.,36,29
هر كه از شما را كه بخواهد پيشى جويد يا بازايستد.,37,29
هر كسى در گرو دستاورد خويش است،,38,29
بجز ياران دست راست:,39,29
در ميان باغها. از يكديگر مى‌پرسند،,40,29
درباره مجرمان:,41,29
«چه چيز شما را در آتش [سَقَر] درآورد؟»,42,29
گويند: «از نمازگزاران نبوديم،,43,29
و بينوايان را غذا نمى‌داديم،,44,29
و چون به ايشان گفته شود: «به سوى آنچه خدا نازل كرده و به سوى پيامبر [او] بياييد»، منافقان را مى‌بينى كه از تو سخت، روى برمى‌تابند.,61,5
با هرزه‌درايان هرزه‌درايى مى‌كرديم،,45,29
و روز جزا را دروغ مى‌شمرديم،,46,29
تا مرگ ما در رسيد.»,47,29
از اين رو شفاعت شفاعت‌كنندگان به حال آنها سودى نمى‌بخشد.,48,29
چرا آنها از تذكر روى گردانند؟!,49,29
گويى گورخرانى رميده‌اند،,50,29
كه از (مقابل) شيرى فرار كرده‌اند!,51,29
بلكه هر كدام از آنها انتظار دارد نامه جداگانه‌اى (از سوى خدا) براى او فرستاده شود!,52,29
چنين نيست كه آنان مى‌گويند، بلكه آنها از آخرت نمى‌ترسند!,53,29
چنين نيست كه آنها مى‌گويند، آن (قرآن) يك تذكر و يادآورى است!,54,29
پس چگونه، هنگامى كه به [سزاى‌] كار و كردار پيشينشان مصيبتى به آنان مى‌رسد، نزد تو مى‌آيند و به خدا سوگند مى‌خورند كه ما جز نيكويى و موافقت قصدى نداشتيم؟,62,5
هر كس بخواهد از آن پند مى‌گيرد؛,55,29
و هيچ كس پند نمى‌گيرد مگر اينكه خدا بخواهد؛ او اهل تقوا و اهل آمرزش است!,56,29
سوگند به روز قيامت،,1,29
و سوگند به (نفس لوّامه و) وجدان بيدار و ملامتگر (كه رستاخيز حقّ است)!,2,29
آيا انسان مى‌پندارد كه هرگز استخوانهاى او را جمع نخواهيم كرد؟!,3,29
آرى قادريم كه (حتى خطوط سر) انگشتان او را موزون و مرتّب كنيم!,4,29
(انسان شك در معاد ندارد) بلكه او مى‌خواهد (آزاد باشد و بدون ترس از دادگاه قيامت) در تمام عمر گناه كند!,5,29
(از اين‌رو) مى‌پرسد: «قيامت كى خواهد بود»!,6,29
(بگو:) در آن هنگام كه چشمها از شدّت وحشت به گردش در آيد،,7,29
و ماه بى‌نور گردد،,8,29
اينان همان كسانند كه خدا مى‌داند چه در دل دارند. پس، از آنان روى برتاب، و[لى‌] پندشان ده، و با آنها سخنى رسا كه در دلشان [مؤثّر] افتد، بگوى.,63,5
و خورشيد و ماه يك جا جمع شوند،,9,29
آن روز انسان مى‌گويد: «راه فرار كجاست؟!»,10,29
هرگز چنين نيست، راه فرار و پناهگاهى وجود ندارد!,11,29
آن روز قرارگاه نهايى تنها بسوى پروردگار تو است؛,12,29
و در آن روز انسان را از تمام كارهايى كه از پيش يا پس فرستاده آگاه مى‌كنند!,13,29
بلكه انسان خودش از وضع خود آگاه است،,14,29
هر چند (در ظاهر) براى خود عذرهايى بتراشد!,15,29
زبانت را بخاطر عجله براى خواندن آن [= قرآن‌] حركت مده،,16,29
چرا كه جمع‌كردن و خواندن آن بر عهده ماست!,17,29
پس هر گاه آن را خوانديم، از خواندن آن پيروى كن!,18,29
و ما هيچ پيامبرى را نفرستاديم مگر آنكه به توفيق الهى از او اطاعت كنند. و اگر آنان وقتى به خود ستم كرده بودند، پيش تو مى‌آمدند و از خدا آمرزش مى‌خواستند و پيامبر [نيز] براى آنان طلب آمرزش مى‌كرد، قطعاً خدا را توبه‌پذيرِ مهربان مى‌يافتند.,64,5
سپس بيان (و توضيح) آن (نيز) بر عهده ماست!,19,29
چنين نيست كه شما مى‌پنداريد (و دلايل معاد را كافى نمى‌دانيد)؛ بلكه شما دنياى زودگذر را دوست داريد (و هوسرانى بى‌قيد و شرط را)!,20,29
و آخرت را رها مى‌كنيد!,21,29
(آرى) در آن روز صورتهايى شاداب و مسرور است،,22,29
و به پروردگارش مى‌نگرد!,23,29
و در آن روز صورتهايى عبوس و در هم كشيده است،,24,29
زيرا مى‌داند عذابى در پيش دارد كه پشت را در هم مى‌شكند!,25,29
چنين نيست (كه انسان مى‌پندارد! او ايمان نمى‌آورد) تا موقعى كه جان به گلوگاهش رسد،,26,29
و گفته شود: «آيا كسى هست كه(اين بيمار را از مرگ) نجات دهد؟!»,27,29
و به جدائى از دنيا يقين پيدا كند،,28,29
ولى چنين نيست، به پروردگارت قسم كه ايمان نمى‌آورند، مگر آنكه تو را در مورد آنچه ميان آنان مايه اختلاف است داور گردانند؛ سپس از حكمى كه كرده‌اى در دلهايشان احساس ناراحتى [و ترديد] نكنند، و كاملاً سرِ تسليم فرود آورند.,65,5
و ساق پاها (از سختى جان دادن) به هم بپيچد!,29,29
(آرى) در آن روز مسير همه بسوى (دادگاه) پروردگارت خواهد بود!,30,29
(در آن روز گفته مى‌شود:) او هرگز ايمان نياورد و نماز نخواند،,31,29
بلكه تكذيب كرد و روى‌گردان شد،,32,29
سپس بسوى خانواده خود باز گشت در حالى كه متكبّرانه قدم برمى‌داشت!,33,29
(با اين اعمال) عذاب الهى براى تو شايسته‌تر است، شايسته‌تر!,34,29
سپس عذاب الهى براى تو شايسته‌تر است، شايسته‌تر!,35,29
آيا انسان گمان مى‌كند بى‌هدف رها مى‌شود؟!,36,29
آيا او نطفه‌اى از منى كه در رحم ريخته مى‌شود نبود؟!,37,29
سپس بصورت خون‌بسته در آمد، و خداوند او را آفريد و موزون ساخت،,38,29
و اگر بر آنان مقرر مى‌كرديم كه تن به كشتن دهيد، يا از خانه‌هاى خود به در آييد، جز اندكى از ايشان آن را به كار نمى‌بستند؛ و اگر آنان آنچه را بدان پند داده مى‌شوند به كار مى‌بستند، قطعاً برايشان بهتر و در ثبات قدم ايشان مؤثرتر بود؛,66,5
و از او دو زوج مرد و زن آفريد!,39,29
آيا چنين كسى قادر نيست كه مردگان را زنده كند؟!,40,29
آيا زمانى طولانى بر انسان گذشت كه چيز قابل ذكرى نبود؟!,1,29
ما انسان را از نطفه مختلطى آفريديم، و او را مى‌آزماييم؛ (بدين جهت) او را شنوا و بينا قرار داديم!,2,29
ما راه را به او نشان داديم، خواه شاكر باشد (و پذيرا گردد) يا ناسپاس!,3,29
ما براى كافران، زنجيرها و غُلها و شعله‌هاى سوزان آتش آماده كرده‌ايم!,4,29
به يقين ابرار (و نيكان) از جامى مى‌نوشند كه با عطر خوشى آميخته است،,5,29
چشمه‌اى كه بندگان خدا از آن مى‌نوشند و [به دلخواه خويش‌] جاريش مى‌كنند.,6,29
[همان بندگانى كه‌] به نذر خود وفا مى‌كردند، و از روزى كه گزند آن فراگيرنده است مى‌ترسيدند.,7,29
و به [پاس‌] دوستى [خدا]، بينوا و يتيم و اسير را خوراك مى‌دادند.,8,29
و [به ياد آريد] آنگاه كه شما را از [چنگ‌] فرعونيان رهانيديم؛ [آنان‌] شما را سخت شكنجه مى‌كردند؛ پسران شما را سر مى‌بريدند؛ و زنهايتان را زنده مى‌گذاشتند، و در آن [امر، بلا و] آزمايش بزرگى از جانب پروردگارتان بود.,49,1
و در آن صورت، [ما هم‌] از نزد خويش، يقيناً پاداشى بزرگ به آنان مى‌داديم؛,67,5
«ما براى خشنودى خداست كه به شما مى‌خورانيم و پاداش و سپاسى از شما نمى‌خواهيم.,9,29
ما از پروردگارمان از روز عبوسى سخت، هراسناكيم.»,10,29
پس خدا [هم‌] آنان را از آسيب آن روز نگاه داشت و شادابى و شادمانى به آنان ارزانى داشت.,11,29
و به [پاس‌] آنكه صبر كردند، بهشت و پرنيان پاداششان داد.,12,29
در آن [بهشت‌] بر تختها[ى خويش‌] تكيه زنند. در آنجا نه آفتابى بينند و نه سرمايى.,13,29
و سايه‌ها[ى درختان‌] به آنان نزديك است، و ميوه‌هايش [براى چيدن‌] رام.,14,29
و ظروف سيمين و جامهاى بلورين، پيرامون آنان گردانده مى‌شود.,15,29
جامهايى از سيم كه درست به اندازه [و با كمال ظرافت‌] آنها را از كار در آورده‌اند.,16,29
و در آنجا از جامى كه آميزه زنجبيل دارد به آنان مى‌نوشانند.,17,29
از چشمه‌اى در آنجا كه «سلسبيل» ناميده مى‌شود.,18,29
و قطعاً آنان را به راهى راست هدايت مى‌كرديم.,68,5
و بر گرد آنان پسرانى جاودانى مى‌گردند. چون آنها را ببينى، گويى كه مرواريدهايى پراكنده‌اند.,19,29
و چون بدانجا نگرى [سرزمينى از] نعمت و كشورى پهناور مى‌بينى.,20,29
[بهشتيان را] جامه‌هاى ابريشمى سبز و ديباى ستبر در بر است و پيرايه آنان دستبندهاى سيمين است و پروردگارشان باده‌اى پاك به آنان مى‌نوشاند.,21,29
اين [پاداش‌] براى شماست و كوشش شما مقبول افتاده است.,22,29
در حقيقت، ما قرآن را بر تو به تدريج فرو فرستاديم.,23,29
پس در برابر فرمان پروردگارت شكيبايى كن، و از آنان گناهكار يا ناسپاسگزار را فرمان مبر.,24,29
و نام پروردگارت را بامدادان و شامگاهان ياد كن.,25,29
و بخشى از شب را در برابر او سجده كن و شب‌[هاى‌] دراز، او را به پاكى بستاى.,26,29
اينان دنياى زودگذر را دوست دارند، و روزى گرانبار را [به غفلت‌] پشت سر مى‌افكنند.,27,29
ماييم كه آنان را آفريده و پيوند مفاصل آنها را استوار كرده‌ايم، و چون بخواهيم، [آنان را] به نظايرشان تبديل مى‌كنيم.,28,29
و كسانى كه از خدا و پيامبر اطاعت كنند، در زمره كسانى خواهند بود كه خدا ايشان را گرامى داشته [يعنى‌] با پيامبران و راستان و شهيدان و شايستگانند و آنان چه نيكو همدمانند.,69,5
اين [آيات،] پندنامه‌اى است. تا هر كه خواهد، راهى به سوى پروردگار خود پيش گيرد.,29,29
و تا خدا نخواهد، [شما] نخواهيد خواست؛ قطعاً خدا داناى حكيم است.,30,29
هر كه را خواهد، به رحمت خويش در مى‌آورد، و براى ظالمان عذابى پردرد آماده كرده است.,31,29
سوگند به فرستادگان پى‌درپى،,1,29
كه سخت توفنده‌اند.,2,29
و سوگند به افشانندگان افشانگر،,3,29
كه [ميان حق و باطل‌] جداگرند،,4,29
و القاكننده وحى‌اند.,5,29
خواه عذرى باشد يا هشدارى.,6,29
كه آنچه وعده يافته‌ايد قطعاً رخ خواهد داد.,7,29
اين تفضّل از جانب خداست، و خدا بس داناست.,70,5
پس وقتى كه ستارگان محو شوند،,8,29
و آنگاه كه آسمان بشكافد،,9,29
و آنگاه كه كوه‌ها از جا كنده شوند،,10,29
و آنگاه كه پيمبران به ميقات آيند،,11,29
براى چه روزى تعيين وقت شده است؟,12,29
براى روز داورى.,13,29
و تو چه دانى كه روز داورى چيست؟,14,29
آن روز واى بر تكذيب‌كنندگان!,15,29
مگر پيشينيان را هلاك نكرديم؟,16,29
سپس از پى آنان پسينيان را مى‌بريم.,17,29
اى كسانى كه ايمان آورده‌ايد، [در برابر دشمن‌] آماده باشيد [=اسلحه خود را برگيريد] و گروه گروه [به جهاد] بيرون رويد يا به طور جمعى روانه شويد.,71,5
با مجرمان چنين مى‌كنيم.,18,29
آن روز واى بر تكذيب‌كنندگان.,19,29
مگر شما را از آبى بى‌مقدار نيافريديم؟,20,29
پس آن را در جايگاهى استوار نهاديم،,21,29
تا مدّتى معيّن!,22,29
و توانا آمديم، و چه نيك تواناييم.,23,29
آن روز واى بر تكذيب‌كنندگان.,24,29
مگر زمين را محل اجتماع نگردانيديم؟,25,29
چه براى مردگان چه زندگان.,26,29
و كوه‌هاى بلند در آن نهاديم و به شما آبى گوارا نوشانيديم.,27,29
و قطعاً از ميان شما كسى است كه كندى به خرج دهد؛ پس اگر آسيبى به شما رسد گويد: «راستى خدا بر من نعمت بخشيد كه با آنان حاضر نبودم.»,72,5
آن روز واى بر تكذيب‌كنندگان.,28,29
برويد به سوى همان چيزى كه آن را تكذيب مى‌كرديد.,29,29
برويد به سوى [آن‌] دود سه شاخه،,30,29
نه سايه‌دار است و نه از شعله [آتش‌] حفاظت مى‌كند.,31,29
[دوزخ‌] چون كاخى [بلند] شراره مى‌افكند،,32,29
گويى شترانى زرد رنگند.,33,29
آن روز واى بر تكذيب‌كنندگان.,34,29
اين، روزى است كه دم نمى‌زنند.,35,29
و رخصت نمى‌يابند تا پوزش خواهند.,36,29
آن روز واى بر تكذيب‌كنندگان.,37,29
و اگر غنيمتى از خدا به شما برسد -چنانكه گويى ميان شما و ميان او [رابطه‌] دوستى نبوده- خواهد گفت: «كاش من با آنان بودم و به نواى بزرگى مى‌رسيدم.»,73,5
اين [همان‌] روز داورى است شما و [جمله‌] پيشينيان را گرد مى‌آوريم.,38,29
پس اگر حيلتى داريد، در برابر من بسگاليد.,39,29
آن روز واى بر تكذيب‌كنندگان.,40,29
اهل تقوا در زير سايه‌ها و بر كنار چشمه‌سارانند،,41,29
با هر ميوه‌اى كه خوش داشته باشند.,42,29
به [پاداش‌] آنچه مى‌كرديد، بخوريد و بياشاميد؛ گواراتان باد.,43,29
ما نيكوكاران را چنين پاداش مى‌دهيم.,44,29
آن روز واى بر تكذيب‌كنندگان.,45,29
[اى كافران،] بخوريد و اندكى برخوردار شويد كه شما گناهكاريد.,46,29
[ولى‌] آن روز واى بر تكذيب‌كنندگان.,47,29
پس، بايد كسانى كه زندگى دنيا را به آخرت سودا مى‌كنند در راه خدا بجنگند؛ و هر كس در راه خدا بجنگد و كشته يا پيروز شود، به زودى پاداشى بزرگ به او خواهيم داد.,74,5
و چون به آنان گفته شود: «ركوع كنيد»، به ركوع نمى‌روند.,48,29
آن روز واى بر تكذيب‌كنندگان.,49,29
پس به كدامين سخن پس از [قرآن‌] ايمان مى‌آورند؟,50,29
درباره چه چيز از يكديگر مى‌پرسند؟,1,30
از آن خبر بزرگ،,2,30
كه در باره آن با هم اختلاف دارند.,3,30
نه چنان است، به زودى خواهند دانست.,4,30
باز هم نه چنان است، بزودى خواهند دانست.,5,30
آيا زمين را گهواره‌اى نگردانيديم؟,6,30
و كوهها را [چون‌] ميخهايى [نگذاشتيم‌]؟,7,30
و چرا شما در راه خدا [و در راه نجات‌] مردان و زنان و كودكان مستضعف نمى‌جنگيد؟ همانان كه مى‌گويند: «پروردگارا، ما را از اين شهرى كه مردمش ستم‌پيشه‌اند بيرون ببر، و از جانب خود براى ما سرپرستى قرار ده، و از نزد خويش ياورى براى ما تعيين فرما.»,75,5
و شما را جفت آفريديم.,8,30
و خواب شما را [مايه‌] آسايش گردانيديم.,9,30
و شب را [براى شما] پوششى قرار داديم.,10,30
و روز را [براى‌] معاش [شما] نهاديم.,11,30
و بر فراز شما هفت [آسمان‌] استوار بنا كرديم.,12,30
و چراغى فروزان گذارديم.,13,30
و از ابرهاى متراكم، آبى ريزان فرود آورديم،,14,30
تا بدان دانه و گياه برويانيم،,15,30
و باغهاى در هم پيچيده و انبوه.,16,30
قطعاً وعدگاه [ما با شما] روز داورى است:,17,30
كسانى كه ايمان آورده‌اند، در راه خدا كارزار مى‌كنند. و كسانى كه كافر شده‌اند، در راه طاغوت مى‌جنگند. پس با ياران شيطان بجنگيد كه نيرنگ شيطان [در نهايت‌] ضعيف است.,76,5
روزى كه در «صور» دميده شود، و گروه گروه بياييد؛,18,30
و آسمان، گشوده و درهايى [پديد] شود؛,19,30
و كوهها را روان كنند، و [چون‌] سرابى گردند.,20,30
[آرى،] جهنم [از دير باز] كمينگاهى بوده،,21,30
[كه‌] براى سركشان، بازگشتگاهى است.,22,30
روزگارى دراز در آن درنگ كنند.,23,30
در آنجا نه خنكى چشند و نه شربتى،,24,30
جز آب جوشان و چركابه‌اى.,25,30
كيفرى مناسب [با جرم آنها].,26,30
آنان بودند كه به [روز] حساب اميد نداشتند؛,27,30
و هنگامى كه دريا را براى شما شكافتيم و شما را نجات بخشيديم؛ و فرعونيان را -در حالى كه شما نظاره مى‌كرديد- غرق كرديم.,50,1
آيا نديدى كسانى را كه به آنان گفته شد: «[فعلاً] دست [از جنگ‌] بداريد، و نماز را برپا كنيد و زكات بدهيد»، و[لى‌] همين كه كارزار بر آنان مقرر شد، بناگاه گروهى از آنان از مردم [=مشركان مكّه‌] ترسيدند مانند ترس از خدا يا ترسى سخت‌تر. و گفتند: «پروردگارا، چرا بر ما كارزار مقرّر داشتى؟ چرا ما را تا مدتى كوتاه مهلت ندادى؟» بگو: «برخوردارى [از اين‌] دنيا اندك، و براى كسى كه تقوا پيشه كرده، آخرت بهتر است، و [در آنجا] به قدر نخ هسته خرمايى بر شما ستم نخواهد رفت.»,77,5
و آيات ما را سخت تكذيب مى‌كردند.,28,30
و حال آنكه هر چيزى را برشمرده [به صورت‌] كتابى در آورده‌ايم.,29,30
پس بچشيد كه جز عذاب، هرگز [چيزى‌] بر شما نمى‌افزاييم.,30,30
مسلماً پرهيزگاران را رستگارى است:,31,30
باغچه‌ها و تاكستانها،,32,30
و دخترانى همسال با سينه‌هاى برجسته،,33,30
و پياله‌هاى لبالب.,34,30
در آنجا نه بيهوده‌اى شنوند، و نه [يكديگر را] تكذيب [كنند].,35,30
[اين است‌] پاداشى از پروردگار تو، عطايى از روى حساب.,36,30
پروردگار آسمانها و زمين و آنچه ميان آن دو است، بخشايشگرى كه كس را ياراى خطاب با او نيست.,37,30
هر كجا باشيد، شما را مرگ درمى‌يابد؛ هر چند در بُرجهاى استوار باشيد. و اگر [پيشامد] خوبى به آنان برسد، مى‌گويند: «اين از جانب خداست»؛ و چون صدمه‌اى به ايشان برسد، مى‌گويند: «اين از طرف توست.» بگو: «همه از جانب خداست.» [آخر ]اين قوم را چه شده است كه نمى‌خواهند سخنى را [درست‌] دريابند؟,78,5
روزى كه «روح» و فرشتگان به صف مى‌ايستند، و [مردم‌] سخن نگويند، مگر كسى كه [خداى‌] رحمان به او رخصت دهد، و سخن راست گويد.,38,30
آن [روز]، روز حق است؛ پس هر كه خواهد، راه بازگشتى به سوى پروردگار خود بجويد.,39,30
ما شما را از عذابى نزديك هشدار داديم: روزى كه آدمى آنچه را با دست خويش پيش فرستاده است بنگرد؛ و كافر گويد: «كاش من خاك بودم.»,40,30
سوگند به فرشتگانى كه [از كافران‌] به سختى جان ستانند،,1,30
و به فرشتگانى كه جان [مؤمنان‌] را به آرامى گيرند،,2,30
و به فرشتگانى كه [در درياى بى‌مانند] شناكنان شناورند،,3,30
پس در پيشى گرفتن [در فرمان خدا] سبقت‌گيرنده‌اند،,4,30
و كار [بندگان‌] را تدبير مى‌كنند.,5,30
آن روز كه لرزنده بلرزد،,6,30
و از پى آن لرزه‌اى [دگر] افتد،,7,30
هر چه از خوبيها به تو مى‌رسد از جانب خداست؛ و آنچه از بدى به تو مى‌رسد از خود توست؛ و تو را به پيامبرى، براى مردم فرستاديم، و گواه بودن خدا بس است.,79,5
در آن روز، دلهايى سخت هراسانند.,8,30
ديدگان آنها فرو افتاده.,9,30
گويند: «آيا [باز] ما به [مغاك‌] زمين برمى‌گرديم؟,10,30
آيا وقتى ما استخوان‌ريزه‌هاى پوسيده شديم [زندگى را از سر مى‌گيريم‌]؟»,11,30
[و با خود] گويند: «در اين صورت، اين برگشتى زيان‌آور است.»,12,30
و[لى‌] در حقيقت، آن [بازگشت، بسته به‌] يك فرياد است [و بس‌].,13,30
و بناگاه آنان در زمين هموار خواهند بود.,14,30
آيا سرگذشت موسى بر تو آمد؟,15,30
آنگاه كه پروردگارش او را در وادى مقدس «طوى» ندا درداد:,16,30
«به سوى فرعون برو كه وى سر برداشته است؛,17,30
هر كس از پيامبر فرمان بَرد، در حقيقت، خدا را فرمان برده؛ و هر كس رويگردان شود، ما تو را بر ايشان نگهبان نفرستاده‌ايم.,80,5
و بگو: آيا سر آن دارى كه به پاكيزگى گرايى،,18,30
و تو را به سوى پروردگارت راه نمايم تا پروا بدارى؟»,19,30
پس معجزه بزرگ [خود] را بدو نمود.,20,30
و[لى فرعون‌] تكذيب نمود و عصيان كرد.,21,30
سپس پشت كرد [و] به كوشش برخاست،,22,30
و گروهى را فراهم آورد [و] ندا درداد،,23,30
و گفت: «پروردگار بزرگتر شما منم!»,24,30
و خدا [هم‌] او را به كيفر دنيا و آخرت گرفتار كرد.,25,30
در حقيقت، براى هر كس كه [از خدا] بترسد، در اين [ماجرا] عبرتى است.,26,30
آيا آفرينش شما دشوارتر است يا آسمانى كه [او] آن را برپا كرده است؟,27,30
و مى‌گويند: فرمانبرداريم، ولى چون از نزد تو بيرون مى‌روند، جمعى از آنان شبانه، جز آنچه تو مى‌گويى تدبير مى‌كنند. و خدا آنچه را كه شبانه در سر مى‌پرورند، مى‌نگارد. پس، از ايشان روى برتاب و بر خدا توكل كن، و خدا بس كارساز است.,81,5
سقفش را برافراشت و آن را [به اندازه معين‌] درست كرد،,28,30
و شبش را تيره و روزش را آشكار گردانيد،,29,30
و پس از آن، زمين را با غلتانيدن گسترد،,30,30
آبش و چراگاهش را از آن بيرون آورد،,31,30
و كوهها را لنگر آن گردانيد،,32,30
[تا وسيله‌] استفاده براى شما و دامهايتان باشد.,33,30
پس آنگاه كه آن هنگامه بزرگ دررسد،,34,30
[آن‌] روز است كه انسان آنچه را كه در پى آن كوشيده است به ياد آورد,35,30
و جهنم براى هر كه بيند آشكار گردد.,36,30
اما هر كه طغيان كرد،,37,30
آيا در [معانىِ‌] قرآن نمى‌انديشند؟ اگر از جانب غير خدا بود قطعاً در آن اختلاف بسيارى مى‌يافتند.,82,5
و زندگى پست دنيا را برگزيد،,38,30
پس جايگاه او همان آتش است.,39,30
و اما كسى كه از ايستادن در برابر پروردگارش هراسيد، و نفس خود را از هوس باز داشت...,40,30
پس جايگاه او همان بهشت است.,41,30
در باره رستاخيز از تو مى‌پرسند كه فرارسيدنش چه وقت است؟,42,30
تو را چه به گفتگو در آن.,43,30
علم آن با پروردگار تو است.,44,30
تو فقط كسى را كه از آن مى‌ترسد هشدار مى‌دهى.,45,30
روزى كه آن را مى‌بينند، گويى كه آنان جز شبى يا روزى درنگ نكرده‌اند.,46,30
چهره در هم كشيد و روى گردانيد،,1,30
و چون خبرى [حاكى‌] از ايمنى يا وحشت به آنان برسد، انتشارش دهند؛ و اگر آن را به پيامبر و اولياى امر خود ارجاع كنند، قطعاً از ميان آنان كسانى‌اند كه [مى‌توانند درست و نادرست‌] آن را دريابند، و اگر فضل خدا و رحمت او بر شما نبود، مسلماً جز [شمار] اندكى، از شيطان پيروى مى‌كرديد.,83,5
كه آن مرد نابينا پيش او آمد؛,2,30
و تو چه دانى، شايد او به پاكى گرايد،,3,30
يا پند پذيرد و اندرز سودش دهد.,4,30
اما آن كس كه خود را بى‌نياز مى‌پندارد،,5,30
تو بدو مى‌پردازى؛,6,30
با آنكه اگر پاك نگردد، بر تو [مسؤوليتى‌] نيست.,7,30
و اما آن كس كه شتابان پيش تو آمد،,8,30
در حالى كه [از خدا] مى‌ترسيد،,9,30
تو از او به ديگران مى‌پردازى.,10,30
زنهار [چنين مكن‌] اين [آيات‌] پندى است.,11,30
پس در راه خدا پيكار كن؛ جز عهده‌دار شخص خود نيستى. و[لى‌] مؤمنان را [به مبارزه‌] برانگيز. باشد كه خداوند آسيب كسانى را كه كفر ورزيده‌اند [از آنان‌] باز دارد، و خداست كه قدرتش بيشتر و كيفرش سخت‌تر است.,84,5
تا هر كه خواهد، از آن پند گيرد.,12,30
در صحيفه‌هايى ارجمند،,13,30
والا و پاك‌شده،,14,30
به دست فرشتگانى،,15,30
ارجمند و نيكوكار.,16,30
كشته باد انسان، چه ناسپاس است,17,30
او را از چه چيز آفريده است؟,18,30
از نطفه‌اى خلقش كرد و اندازه مقررش بخشيد.,19,30
سپس راه را بر او آسان گردانيد.,20,30
آنگاه به مرگش رسانيد و در قبرش نهاد.,21,30
هر كس شفاعت پسنديده كند، براى وى از آن نصيبى خواهد بود و هر كس شفاعت ناپسنديده‌اى كند، براى او از آن [نيز] سهمى خواهد بود. و خدا همواره به هر چيزى تواناست.,85,5
سپس چون بخواهد او را برانگيزد.,22,30
ولى نه! هنوز آنچه را به او دستور داده، به جاى نياورده است.,23,30
پس انسان بايد به خوراك خود بنگرد،,24,30
كه ما آب را به صورت بارشى فرو ريختيم؛,25,30
آنگاه زمين را با شكافتنى [لازم‌] شكافتيم؛,26,30
پس در آن، دانه رويانيديم.,27,30
و انگور و سبزى،,28,30
و زيتون و درخت خرما،,29,30
و باغهاى انبوه،,30,30
و ميوه و چراگاه،,31,30
و چون به شما درود گفته شد، شما به [صورتى‌] بهتر از آن درود گوييد، يا همان را [در پاسخ‌] برگردانيد، كه خدا همواره به هر چيزى حسابرس است.,86,5
[تا وسيله‌] استفاده شما و دامهايتان باشد.,32,30
پس چون فرياد گوش‌خراش دررسد؛,33,30
روزى كه آدمى از برادرش،,34,30
و از مادرش و پدرش.,35,30
و از همسرش و پسرانش مى‌گريزد،,36,30
در آن روز، هر كسى از آنان را كارى است كه او را به خود مشغول مى‌دارد.,37,30
در آن روز، چهره‌هايى درخشانند،,38,30
خندان [و] شادانند.,39,30
و در آن روز، چهره‌هايى است كه بر آنها غبار نشسته،,40,30
[و] آنها را تاريكى پوشانده است؛,41,30
