SrNo,JuzNo,SurahNo,AyahNo,EnglishTranslation,OrignalArabicText,ArabicText,ArabicWordCount,ArabicLetterCount
4119,24,39,61,"But Allah will deliver the righteous to their place of salvation: no evil shall touch them, nor shall they grieve.",?????????? ??????? ????????? ????????? ??????????????? ??? ??????????? ???????? ????? ???? ???????????,????? ???? ????? ????? ???????? ?? ????? ????? ??? ?? ??????,11,50
4120,24,39,62,"Allah is the Creator of all things, and He is the Guardian and Disposer of all affairs.",??????? ??????? ????? ?????? ? ?????? ?????? ????? ?????? ???????,???? ???? ?? ???? ? ??? ??? ?? ???? ????,10,31
4121,24,39,63,"To Him belong the keys of the heavens and the earth: and those who reject the Signs of Allah,- it is they who will be in loss.",???? ?????????? ????????????? ??????????? ? ??????????? ???????? ???????? ??????? ?????????? ???? ?????????????,?? ?????? ???????? ?????? ? ?????? ????? ????? ???? ????? ?? ????????,12,58
4122,24,39,64,"Say: ""Is it some one other than Allah that ye order me to worship, O ye ignorant ones?""",???? ?????????? ??????? ????????????? ???????? ???????? ?????????????,?? ????? ???? ??????? ???? ???? ????????,7,34
4123,24,39,65,"But it has already been revealed to thee,- as it was to those before thee,- ""If thou wert to join (gods with Allah), truly fruitless will be thy work (in life), and thou wilt surely be in the ranks of those who lose (all spiritual good)"".",???????? ??????? ???????? ??????? ????????? ???? ???????? ?????? ?????????? ????????????? ???????? ?????????????? ???? ?????????????,???? ???? ???? ???? ????? ?? ???? ??? ????? ?????? ???? ??????? ?? ????????,14,62
4124,24,39,66,"Nay, but worship Allah, and be of those who give thanks.",???? ??????? ????????? ?????? ???? ?????????????,?? ???? ????? ??? ?? ????????,6,24
4125,24,39,67,"No just estimate have they made of Allah, such as is due to Him: On the Day of Judgment the whole of the earth will be but His handful, and the heavens will be rolled up in His right hand: Glory to Him! High is He above the Partners they attribute to Him!",????? ???????? ??????? ????? ???????? ??????????? ???????? ?????????? ?????? ???????????? ??????????????? ???????????? ??????????? ? ??????????? ??????????? ?????? ???????????,??? ????? ???? ?? ???? ?????? ?????? ????? ??? ??????? ????????? ?????? ?????? ? ?????? ?????? ??? ??????,18,88
4126,24,39,68,"The Trumpet will (just) be sounded, when all that are in the heavens and on earth will swoon, except such as it will please Allah (to exempt). Then will a second one be sounded, when, behold, they will be standing and looking on!",???????? ??? ???????? ???????? ???? ??? ????????????? ?????? ??? ????????? ?????? ???? ????? ??????? ? ????? ?????? ????? ???????? ??????? ???? ??????? ???????????,???? ?? ????? ???? ?? ?? ???????? ??? ?? ????? ??? ?? ??? ???? ? ?? ??? ??? ???? ???? ?? ???? ??????,23,78
4127,24,39,69,And the Earth will shine with the Glory of its Lord: the Record (of Deeds) will be placed (open); the prophets and the witnesses will be brought forward and a just decision pronounced between them; and they will not be wronged (in the least).,???????????? ????????? ??????? ???????? ???????? ?????????? ??????? ??????????????? ?????????????? ???????? ?????????? ?????????? ?????? ??? ???????????,?????? ????? ???? ???? ???? ?????? ???? ???????? ???????? ???? ????? ????? ??? ?? ??????,15,74
4128,24,39,70,And to every soul will be paid in full (the fruit) of its Deeds; and (Allah) knoweth best all that they do.,??????????? ????? ?????? ??? ???????? ?????? ???????? ????? ???????????,????? ?? ???? ?? ???? ??? ???? ??? ??????,9,33
4129,24,39,71,"The Unbelievers will be led to Hell in crowd: until, when they arrive, there, its gates will be opened. And its keepers will say, ""Did not messengers come to you from among yourselves, rehearsing to you the Signs of your Lord, and warning you of the Meeting of This Day of yours?"" The answer will be: ""True: but the Decree of Punishment has been proved true against the Unbelievers!""",??????? ????????? ???????? ?????? ????????? ??????? ? ??????? ????? ????????? ???????? ???????????? ??????? ?????? ??????????? ?????? ?????????? ?????? ???????? ????????? ?????????? ?????? ????????? ????????????????? ??????? ?????????? ?????? ? ??????? ?????? ????????? ??????? ???????? ?????????? ????? ?????????????,???? ????? ????? ??? ???? ????? ? ??? ??? ?????? ???? ??????? ???? ??? ?????? ??? ????? ??? ???? ????? ????? ???? ???? ????????? ???? ????? ??? ? ????? ??? ???? ??? ???? ?????? ??? ????????,36,154
4130,24,39,72,"(To them) will be said: ""Enter ye the gates of Hell, to dwell therein: and evil is (this) Abode of the Arrogant!""",????? ????????? ????????? ????????? ?????????? ?????? ? ???????? ??????? ?????????????????,??? ?????? ????? ???? ?????? ???? ? ???? ???? ?????????,10,46
4131,24,39,73,"And those who feared their Lord will be led to the Garden in crowds: until behold, they arrive there; its gates will be opened; and its keepers will say: ""Peace be upon you! well have ye done! enter ye here, to dwell therein.""",??????? ????????? ????????? ????????? ????? ?????????? ??????? ? ??????? ????? ????????? ?????????? ???????????? ??????? ?????? ??????????? ??????? ?????????? ???????? ????????????? ??????????,???? ????? ????? ???? ??? ????? ????? ? ??? ??? ?????? ????? ??????? ???? ??? ?????? ???? ????? ???? ???????? ??????,21,96
4132,24,39,74,"They will say: ""Praise be to Allah, Who has truly fulfilled His Promise to us, and has given us (this) land in heritage: We can dwell in the Garden as we will: how excellent a reward for those who work (righteousness)!""",????????? ????????? ??????? ??????? ????????? ???????? ????????????? ????????? ??????????? ???? ?????????? ?????? ??????? ? ???????? ?????? ?????????????,?????? ????? ??? ???? ????? ???? ??????? ????? ????? ?? ????? ??? ???? ? ???? ??? ????????,17,74
4133,24,39,75,"And thou wilt see the angels surrounding the Throne (Divine) on all sides, singing Glory and Praise to their Lord. The Decision between them (at Judgment) will be in (perfect) justice, and the cry (on all sides) will be, ""Praise be to Allah, the Lord of the Worlds!""",??????? ?????????????? ????????? ???? ?????? ????????? ???????????? ???????? ????????? ? ???????? ?????????? ?????????? ??????? ????????? ??????? ????? ?????????????,???? ???????? ????? ?? ??? ????? ?????? ???? ???? ? ???? ????? ????? ???? ????? ??? ?? ????????,18,78
4134,24,40,1,Ha Mim,??,??,1,2
4135,24,40,2,"The revelation of this Book is from Allah, Exalted in Power, Full of Knowledge,-",????????? ?????????? ???? ??????? ?????????? ??????????,????? ?????? ?? ???? ?????? ??????,6,29
4136,24,40,3,"Who forgiveth sin, accepteth repentance, is strict in punishment, and hath a long reach (in all things). there is no god but He: to Him is the final goal.",??????? ????????? ????????? ????????? ??????? ?????????? ??? ????????? ? ??? ??????? ?????? ???? ? ???????? ??????????,???? ????? ????? ????? ???? ?????? ?? ????? ? ?? ??? ??? ?? ? ???? ??????,16,58
4137,24,40,4,"None can dispute about the Signs of Allah but the Unbelievers. Let not, then, their strutting about through the land deceive thee!",??? ????????? ??? ?????? ??????? ?????? ????????? ???????? ????? ?????????? ????????????? ??? ??????????,?? ????? ?? ???? ???? ??? ????? ????? ??? ????? ?????? ?? ??????,13,52
4138,24,40,5,"But (there were people) before them, who denied (the Signs),- the People of Noah, and the Confederates (of Evil) after them; and every People plotted against their prophet, to seize him, and disputed by means of vanities, therewith to condemn the Truth; but it was I that seized them! and how (terrible) was My Requital!",????????? ?????????? ?????? ????? ?????????????? ???? ?????????? ? ????????? ????? ??????? ????????????? ????????????? ? ??????????? ???????????? ???????????? ???? ???????? ?????????????? ? ???????? ????? ???????,???? ????? ??? ???? ???????? ?? ????? ? ???? ?? ???? ??????? ??????? ? ??????? ??????? ??????? ?? ???? ??????? ? ???? ??? ????,24,103
4139,24,40,6,Thus was the Decree of thy Lord proved true against the Unbelievers; that truly they are Companions of the Fire!,??????????? ??????? ???????? ??????? ????? ????????? ???????? ????????? ????????? ????????,????? ??? ???? ??? ??? ????? ????? ???? ????? ?????,10,42
4140,24,40,7,"Those who sustain the Throne (of Allah) and those around it Sing Glory and Praise to their Lord; believe in Him; and implore Forgiveness for those who believe: ""Our Lord! Thy Reach is over all things, in Mercy and Knowledge. Forgive, then, those who turn in Repentance, and follow Thy Path; and preserve them from the Penalty of the Blazing Fire!",????????? ??????????? ????????? ?????? ???????? ???????????? ???????? ????????? ????????????? ???? ????????????????? ?????????? ??????? ???????? ???????? ????? ?????? ???????? ????????? ????????? ?????????? ??????? ???????????? ????????? ???????? ??????? ??????????,????? ?????? ????? ??? ???? ?????? ???? ???? ??????? ?? ????????? ????? ????? ???? ???? ?? ???? ????? ?????? ????? ????? ????? ??????? ????? ???? ???? ??????,27,131
4141,24,40,8,"""And grant, our Lord! that they enter the Gardens of Eternity, which Thou hast promised to them, and to the righteous among their fathers, their wives, and their posterity! For Thou art (He), the Exalted in Might, Full of Wisdom.",???????? ?????????????? ???????? ?????? ??????? ???????????? ?????? ?????? ???? ?????????? ??????????????? ????????????????? ? ??????? ?????? ?????????? ??????????,???? ??????? ???? ???? ???? ?????? ??? ??? ?? ?????? ???????? ???????? ? ??? ??? ?????? ??????,17,78
4142,24,40,9,"""And preserve them from (all) ills; and any whom Thou dost preserve from ills that Day,- on them wilt Thou have bestowed Mercy indeed: and that will be truly (for them) the highest Achievement"".",???????? ????????????? ? ?????? ???? ????????????? ?????????? ?????? ?????????? ? ????????? ???? ????????? ??????????,???? ??????? ? ??? ?? ??????? ?????? ??? ????? ? ???? ?? ????? ??????,14,56
4143,24,40,10,"The Unbelievers will be addressed: ""Greater was the aversion of Allah to you than (is) your aversion to yourselves, seeing that ye were called to the Faith and ye used to refuse.""",????? ????????? ???????? ??????????? ???????? ??????? ???????? ???? ?????????? ???????????? ???? ?????????? ????? ??????????? ?????????????,?? ????? ????? ?????? ???? ???? ???? ?? ????? ?????? ?? ????? ??? ??????? ???????,15,67
4144,24,40,11,"They will say: ""Our Lord! twice hast Thou made us without life, and twice hast Thou given us Life! Now have we recognised our sins: Is there any way out (of this)?""",??????? ???????? ?????????? ??????????? ??????????????? ??????????? ?????????????? ???????????? ?????? ?????? ??????? ???? ???????,????? ???? ????? ?????? ???????? ?????? ???????? ??????? ??? ??? ????? ?? ?????,13,67
4145,24,40,12,"(The answer will be:) ""This is because, when Allah was invoked as the Only (object of worship), ye did reject Faith, but when partners were joined to Him, ye believed! the Command is with Allah, Most High, Most Great!""",????????? ????????? ????? ?????? ??????? ???????? ?????????? ? ?????? ???????? ???? ?????????? ? ??????????? ??????? ?????????? ??????????,???? ???? ??? ??? ???? ???? ????? ? ??? ???? ?? ?????? ? ?????? ??? ????? ??????,17,64
4146,24,40,13,"He it is Who showeth you his Signs, and sendeth down sustenance for you from the sky: but only those receive admonition who turn (to Allah).",???? ??????? ????????? ???????? ??????????? ?????? ???? ?????????? ??????? ? ????? ??????????? ?????? ???? ???????,?? ???? ????? ????? ????? ??? ?? ?????? ????? ? ??? ????? ??? ?? ????,15,55
4147,24,40,14,"Call ye, then, upon Allah with sincere devotion to Him, even though the Unbelievers may detest it.",????????? ??????? ??????????? ???? ???????? ?????? ?????? ?????????????,?????? ???? ?????? ?? ????? ??? ??? ????????,8,37
4148,24,40,15,"Raised high above ranks (or degrees), (He is) the Lord of the Throne (of Authority): by His Command doth He send the Spirit (of inspiration) to any of His servants he pleases, that it may warn (men) of the Day of Mutual Meeting,-",??????? ???????????? ??? ????????? ??????? ???????? ???? ???????? ?????? ???? ??????? ???? ????????? ?????????? ?????? ??????????,???? ??????? ?? ????? ???? ????? ?? ???? ??? ?? ???? ?? ????? ????? ??? ??????,16,63
4149,24,40,16,"The Day whereon they will (all) come forth: not a single thing concerning them is hidden from Allah. Whose will be the dominion that Day?"" That of Allah, the One the Irresistible!",?????? ???? ?????????? ? ??? ???????? ????? ??????? ???????? ?????? ? ?????? ????????? ????????? ? ??????? ?????????? ???????????,??? ?? ?????? ? ?? ???? ??? ???? ???? ??? ? ??? ????? ????? ? ??? ?????? ??????,18,62
4150,24,40,17,"That Day will every soul be requited for what it earned; no injustice will there be that Day, for Allah is Swift in taking account.",????????? ???????? ????? ?????? ????? ???????? ? ??? ?????? ????????? ? ????? ??????? ??????? ??????????,????? ???? ?? ???? ??? ???? ? ?? ??? ????? ? ?? ???? ???? ??????,15,50
4151,24,40,18,"Warn them of the Day that is (ever) drawing near, when the hearts will (come) right up to the throats to choke (them); No intimate friend nor intercessor will the wrong-doers have, who could be listened to.",?????????????? ?????? ?????????? ???? ?????????? ????? ???????????? ?????????? ? ??? ?????????????? ???? ??????? ????? ??????? ???????,??????? ??? ?????? ?? ?????? ??? ??????? ?????? ? ?? ???????? ?? ????? ??? ????? ????,16,70
4152,24,40,19,"(Allah) knows of (the tricks) that deceive with the eyes, and all that the hearts (of men) conceal.",???????? ????????? ??????????? ????? ??????? ??????????,???? ????? ?????? ??? ???? ??????,6,28
4153,24,40,20,"And Allah will judge with (justice and) Truth: but those whom (men) invoke besides Him, will not (be in a position) to judge at all. Verily it is Allah (alone) Who hears and sees (all things).",????????? ??????? ?????????? ? ??????????? ????????? ???? ??????? ??? ????????? ???????? ? ????? ??????? ???? ?????????? ??????????,????? ???? ????? ? ?????? ????? ?? ???? ?? ????? ????? ? ?? ???? ?? ?????? ??????,17,65
4154,24,40,21,"Do they not travel through the earth and see what was the End of those before them? They were even superior to them in strength, and in the traces (they have left) in the land: but Allah did call them to account for their sins, and none had they to defend them against Allah.",???????? ????????? ??? ????????? ???????????? ?????? ????? ????????? ????????? ??????? ???? ?????????? ? ??????? ???? ??????? ???????? ??????? ????????? ??? ????????? ???????????? ??????? ????????????? ????? ????? ?????? ???? ??????? ???? ?????,???? ?????? ?? ????? ??????? ??? ??? ????? ????? ????? ?? ????? ? ????? ?? ??? ???? ???? ??????? ?? ????? ?????? ???? ??????? ??? ??? ??? ?? ???? ?? ????,31,123
4155,24,40,22,"That was because there came to them their messengers with Clear (Signs), but they rejected them: So Allah called them to account: for He is Full of Strength, Strict in Punishment.",??????? ??????????? ??????? ??????????? ?????????? ??????????????? ?????????? ???????????? ??????? ? ??????? ??????? ??????? ??????????,??? ????? ???? ?????? ????? ???????? ?????? ?????? ???? ? ??? ??? ???? ??????,14,64
4156,24,40,23,"Of old We sent Moses, with Our Signs and an authority manifest,",???????? ??????????? ??????? ??????????? ??????????? ???????,???? ?????? ???? ??????? ??????? ?????,6,33
4157,24,40,24,"To Pharaoh, Haman, and Qarun; but they called (him)"" a sorcerer telling lies!""...",?????? ?????????? ?????????? ?????????? ????????? ??????? ????????,??? ????? ?????? ?????? ?????? ???? ????,7,34
4158,24,40,25,"Now, when he came to them in Truth, from Us, they said, ""Slay the sons of those who believe with him, and keep alive their females,"" but the plots of Unbelievers (end) in nothing but errors (and delusions)!...",???????? ????????? ?????????? ???? ????????? ??????? ????????? ????????? ????????? ??????? ?????? ????????????? ??????????? ? ????? ?????? ????????????? ?????? ??? ???????,???? ????? ????? ?? ????? ????? ?????? ????? ????? ????? ??? ???????? ?????? ? ??? ??? ???????? ??? ?? ?????,20,89
4159,24,40,26,"Said Pharaoh: ""Leave me to slay Moses; and let him call on his Lord! What I fear is lest he should change your religion, or lest he should cause mischief to appear in the land!""",??????? ?????????? ???????? ???????? ??????? ?????????? ??????? ? ?????? ??????? ???? ????????? ????????? ???? ???? ???????? ??? ????????? ??????????,???? ????? ????? ???? ???? ????? ??? ? ??? ???? ?? ???? ????? ?? ?? ???? ?? ????? ??????,19,70
4160,24,40,27,"Moses said: ""I have indeed called upon my Lord and your Lord (for protection) from every arrogant one who believes not in the Day of Account!""",??????? ??????? ?????? ?????? ???????? ??????????? ???? ????? ??????????? ??? ???????? ???????? ??????????,???? ???? ??? ??? ???? ????? ?? ?? ?????? ?? ???? ???? ??????,13,49
4161,24,40,28,"A believer, a man from among the people of Pharaoh, who had concealed his faith, said: ""Will ye slay a man because he says, 'My Lord is Allah'?- when he has indeed come to you with Clear (Signs) from your Lord? and if he be a liar, on him is (the sin of) his lie: but, if he is telling the Truth, then will fall on you something of the (calamity) of which he warns you: Truly Allah guides not one who transgresses and lies!",??????? ?????? ???????? ???? ??? ?????????? ???????? ?????????? ????????????? ??????? ???? ??????? ??????? ??????? ?????? ????????? ??????????????? ???? ????????? ? ?????? ???? ???????? ?????????? ???????? ? ?????? ???? ???????? ?????????? ?????? ??????? ?????????? ? ????? ??????? ??? ??????? ???? ???? ???????? ????????,???? ??? ???? ?? ?? ????? ???? ?????? ??????? ????? ?? ???? ??? ???? ??? ????? ???????? ?? ???? ? ??? ?? ?????? ????? ???? ? ??? ?? ?????? ????? ??? ???? ????? ? ?? ???? ?? ???? ?? ?? ???? ????,42,152
4162,24,40,29,"""O my People! Yours is the dominion this day: Ye have the upper hand in the land: but who will help us from the Punishment of Allah, should it befall us?"" Pharaoh said: ""I but point out to you that which I see (myself); Nor do I guide you but to the Path of Right!""",??? ?????? ?????? ????????? ????????? ?????????? ??? ????????? ?????? ??????????? ???? ?????? ??????? ???? ???????? ? ????? ?????????? ??? ????????? ?????? ??? ?????? ????? ??????????? ?????? ??????? ??????????,?? ??? ??? ????? ????? ?????? ?? ????? ??? ?????? ?? ??? ???? ?? ????? ? ??? ????? ?? ????? ??? ?? ??? ??? ?????? ??? ???? ??????,28,102
4163,24,40,30,"Then said the man who believed: ""O my people! Truly I do fear for you something like the Day (of disaster) of the Confederates (in sin)!-",??????? ??????? ????? ??? ?????? ?????? ??????? ?????????? ?????? ?????? ????????????,???? ???? ??? ?? ??? ??? ???? ????? ??? ??? ???????,11,41
4164,24,40,31,"""Something like the fate of the People of Noah, the 'Ad, and the Thamud, and those who came after them: but Allah never wishes injustice to his Servants.",?????? ?????? ?????? ????? ??????? ????????? ??????????? ???? ?????????? ? ????? ??????? ??????? ??????? ???????????,??? ??? ??? ???? ????? ????? ?????? ?? ????? ? ??? ???? ???? ????? ??????,15,59
4165,24,40,32,"""And O my people! I fear for you a Day when there will be Mutual calling (and wailing),-",????? ?????? ?????? ??????? ?????????? ?????? ??????????,??? ??? ??? ???? ????? ??? ??????,7,27
4166,24,40,33,"""A Day when ye shall turn your backs and flee: No defender shall ye have from Allah: Any whom Allah leaves to stray, there is none to guide...",?????? ?????????? ??????????? ??? ?????? ???? ??????? ???? ??????? ? ?????? ???????? ??????? ????? ???? ???? ?????,??? ????? ?????? ?? ??? ?? ???? ?? ????? ? ??? ???? ???? ??? ?? ?? ????,17,55
4167,24,40,34,"""And to you there came Joseph in times gone by, with Clear Signs, but ye ceased not to doubt of the (Mission) for which he had come: At length, when he died, ye said: 'No messenger will Allah send after him.' thus doth Allah leave to stray such as transgress and live in doubt,-",???????? ????????? ??????? ???? ?????? ??????????????? ????? ???????? ??? ????? ?????? ????????? ???? ? ??????? ????? ?????? ???????? ???? ???????? ??????? ???? ???????? ???????? ? ????????? ??????? ??????? ???? ???? ???????? ?????????,???? ????? ???? ?? ??? ???????? ??? ???? ?? ?? ??? ????? ?? ? ??? ??? ??? ???? ?? ???? ???? ?? ???? ?????? ? ???? ??? ???? ?? ?? ???? ?????,32,108
4168,24,40,35,"""(Such) as dispute about the Signs of Allah, without any authority that hath reached them, grievous and odious (is such conduct) in the sight of Allah and of the Believers. Thus doth Allah, seal up every heart - of arrogant and obstinate Transgressors.""",????????? ???????????? ??? ?????? ??????? ???????? ????????? ????????? ? ?????? ??????? ?????? ??????? ???????? ????????? ??????? ? ????????? ???????? ??????? ?????? ????? ?????? ??????????? ????????,????? ??????? ?? ???? ???? ???? ?????? ????? ? ??? ????? ??? ???? ???? ????? ????? ? ???? ???? ???? ??? ?? ??? ?????? ?????,25,99
4169,24,40,36,"Pharaoh said: ""O Haman! Build me a lofty palace, that I may attain the ways and means-",??????? ?????????? ??? ???????? ????? ??? ??????? ???????? ???????? ????????????,???? ????? ?? ????? ??? ?? ????? ???? ???? ???????,10,41
4170,24,40,37,"""The ways and means of (reaching) the heavens, and that I may mount up to the god of Moses: But as far as I am concerned, I think (Moses) is a liar!"" Thus was made alluring, in Pharaoh's eyes, the evil of his deeds, and he was hindered from the Path; and the plot of Pharaoh led to nothing but perdition (for him).",????????? ????????????? ??????????? ?????? ??????? ??????? ???????? ??????????? ???????? ? ??????????? ??????? ???????????? ????? ???????? ??????? ???? ?????????? ? ????? ?????? ?????????? ?????? ??? ???????,????? ???????? ????? ??? ??? ???? ???? ????? ?????? ? ????? ??? ?????? ??? ???? ??? ?? ?????? ? ??? ??? ????? ??? ?? ?????,25,98
4171,24,40,38,"The man who believed said further: ""O my people! Follow me: I will lead you to the Path of Right.",??????? ??????? ????? ??? ?????? ??????????? ?????????? ??????? ??????????,???? ???? ??? ?? ??? ?????? ????? ???? ??????,9,37
4172,24,40,39,"""O my people! This life of the present is nothing but (temporary) convenience: It is the Hereafter that is the Home that will last.",??? ?????? ???????? ??????? ?????????? ?????????? ??????? ??????? ?????????? ???? ????? ??????????,?? ??? ???? ??? ?????? ?????? ???? ??? ?????? ?? ??? ??????,12,48
4173,24,40,40,"""He that works evil will not be requited but by the like thereof: and he that works a righteous deed - whether man or woman - and is a Believer- such will enter the Garden (of Bliss): Therein will they have abundance without measure.",???? ?????? ????????? ????? ???????? ?????? ????????? ? ?????? ?????? ???????? ???? ?????? ???? ???????? ?????? ???????? ???????????? ??????????? ?????????? ??????????? ?????? ???????? ???????,?? ??? ????? ??? ???? ??? ????? ? ??? ??? ?????? ?? ???? ?? ???? ??? ???? ?????? ?????? ????? ?????? ???? ???? ?????,24,93
4174,24,40,41,"""And O my people! How (strange) it is for me to call you to Salvation while ye call me to the Fire!",????? ?????? ??? ??? ??????????? ????? ?????????? ?????????????? ????? ????????,??? ??? ?? ?? ?????? ??? ?????? ???????? ??? ?????,10,41
4175,24,40,42,"""Ye do call upon me to blaspheme against Allah, and to join with Him partners of whom I have no knowledge; and I call you to the Exalted in Power, Who forgives again and again!""",???????????? ?????????? ????????? ?????????? ???? ??? ?????? ??? ???? ?????? ??????? ??????????? ????? ?????????? ???????????,??????? ????? ????? ????? ?? ?? ??? ?? ?? ??? ???? ?????? ??? ?????? ??????,15,61
4176,24,40,43,"""Without doubt ye do call me to one who is not fit to be called to, whether in this world, or in the Hereafter; our return will be to Allah; and the Transgressors will be Companions of the Fire!",??? ?????? ???????? ???????????? ???????? ?????? ???? ???????? ??? ?????????? ????? ??? ?????????? ??????? ?????????? ????? ??????? ??????? ?????????????? ???? ????????? ????????,?? ??? ???? ??????? ???? ??? ?? ???? ?? ?????? ??? ?? ?????? ??? ????? ??? ???? ??? ???????? ?? ????? ?????,22,86
4177,24,40,44,"""Soon will ye remember what I say to you (now), My (own) affair I commit to Allah: for Allah (ever) watches over His Servants.""",??????????????? ??? ??????? ?????? ? ??????????? ??????? ????? ??????? ? ????? ??????? ??????? ????????????,???????? ?? ???? ??? ? ????? ???? ??? ???? ? ?? ???? ???? ???????,14,52
4178,24,40,45,"Then Allah saved him from (every) ill that they plotted (against him), but the burnt of the Penalty encompassed on all sides the People of Pharaoh.",????????? ??????? ?????????? ??? ???????? ? ??????? ????? ?????????? ????? ??????????,????? ???? ????? ?? ????? ? ???? ??? ????? ??? ??????,11,43
4179,24,40,46,"In front of the Fire will they be brought, morning and evening: And (the sentence will be) on the Day that Judgment will be established: ""Cast ye the People of Pharaoh into the severest Penalty!""",???????? ??????????? ????????? ???????? ?????????? ? ???????? ??????? ?????????? ?????????? ??? ?????????? ??????? ??????????,????? ?????? ????? ???? ????? ? ???? ???? ?????? ?????? ?? ????? ??? ??????,14,62
4180,24,40,47,"Behold, they will dispute with each other in the Fire! The weak ones (who followed) will say to those who had been arrogant, ""We but followed you: Can ye then take (on yourselves) from us some share of the Fire?",?????? ????????????? ??? ???????? ????????? ???????????? ?????????? ????????????? ?????? ?????? ?????? ??????? ?????? ???????? ????????? ?????? ???????? ???? ????????,??? ??????? ?? ????? ????? ??????? ????? ???????? ??? ??? ??? ????? ??? ???? ????? ??? ?????? ?? ?????,19,84
4181,24,40,48,"Those who had been arrogant will say: ""We are all in this (Fire)! Truly, Allah has judged between (his) Servants!""",????? ????????? ????????????? ?????? ????? ?????? ????? ??????? ???? ?????? ?????? ??????????,??? ????? ???????? ??? ?? ???? ?? ???? ?? ??? ??? ??????,12,45
4182,24,40,49,"Those in the Fire will say to the Keepers of Hell: ""Pray to your Lord to lighten us the Penalty for a day (at least)!""",??????? ????????? ??? ???????? ?????????? ????????? ??????? ????????? ????????? ?????? ??????? ???? ??????????,???? ????? ?? ????? ????? ???? ????? ???? ???? ??? ????? ?? ??????,13,54
4183,24,40,50,"They will say: ""Did there not come to you your messengers with Clear Signs?"" They will say, ""Yes"". They will reply, ""Then pray (as ye like)! But the prayer of those without Faith is nothing but (futile wandering) in (mazes of) error!""",??????? ???????? ???? ??????????? ?????????? ??????????????? ? ??????? ?????? ? ??????? ????????? ? ????? ??????? ????????????? ?????? ??? ???????,????? ???? ?? ?????? ????? ???????? ? ????? ??? ? ????? ?????? ? ??? ???? ???????? ??? ?? ?????,19,77
4184,24,40,51,"We will, without doubt, help our messengers and those who believe, (both) in this world's life and on the Day when the Witnesses will stand forth,-",?????? ?????????? ????????? ??????????? ??????? ??? ?????????? ?????????? ???????? ??????? ????????????,??? ????? ????? ?????? ????? ?? ?????? ?????? ???? ???? ???????,11,53
4185,24,40,52,"The Day when no profit will it be to Wrong-doers to present their excuses, but they will (only) have the Curse and the Home of Misery.",?????? ??? ???????? ????????????? ?????????????? ? ???????? ??????????? ???????? ????? ????????,??? ?? ???? ???????? ??????? ? ???? ?????? ???? ??? ?????,11,47
4186,24,40,53,"We did aforetime give Moses the (Book of) Guidance, and We gave the book in inheritance to the Children of Israel,-",???????? ???????? ?????? ????????? ????????????? ????? ???????????? ??????????,???? ????? ???? ????? ??????? ??? ??????? ??????,8,41
4187,24,40,54,A Guide and a Message to men of Understanding.,????? ?????????? ???????? ????????????,???? ????? ????? ???????,4,21
4188,24,40,55,"Patiently, then, persevere: for the Promise of Allah is true: and ask forgiveness for thy fault, and celebrate the Praises of thy Lord in the evening and in the morning.",????????? ????? ?????? ??????? ????? ????????????? ?????????? ????????? ???????? ??????? ???????????? ??????????????,????? ?? ??? ???? ?? ??????? ????? ???? ???? ??? ?????? ????????,12,53
4189,24,40,56,"Those who dispute about the signs of Allah without any authority bestowed on them,- there is nothing in their breasts but (the quest of) greatness, which they shall never attain to: seek refuge, then, in Allah: It is He Who hears and sees (all things).",????? ????????? ???????????? ??? ?????? ??????? ???????? ????????? ????????? ? ???? ??? ??????????? ?????? ?????? ??? ???? ???????????? ? ??????????? ????????? ? ??????? ???? ?????????? ??????????,?? ????? ??????? ?? ???? ???? ???? ?????? ????? ? ?? ?? ?????? ??? ??? ?? ?? ??????? ? ?????? ????? ? ??? ?? ?????? ??????,26,97
4190,24,40,57,Assuredly the creation of the heavens and the earth is a greater (matter) than the creation of men: Yet most men understand not.,???????? ????????????? ??????????? ???????? ???? ?????? ???????? ?????????? ???????? ???????? ??? ???????????,???? ???????? ?????? ???? ?? ??? ????? ???? ???? ????? ?? ??????,12,53
4191,24,40,58,"Not equal are the blind and those who (clearly) see: Nor are (equal) those who believe and work deeds of righteousness, and those who do evil. Little do ye learn by admonition!",????? ????????? ??????????? ???????????? ??????????? ??????? ?????????? ????????????? ????? ?????????? ? ???????? ??? ??????????????,??? ????? ?????? ??????? ?????? ????? ?????? ???????? ??? ?????? ? ?????? ?? ???????,14,71
4192,24,40,59,The Hour will certainly come: Therein is no doubt: Yet most men believe not.,????? ?????????? ????????? ??? ?????? ?????? ?????????? ???????? ???????? ??? ???????????,?? ?????? ????? ?? ??? ???? ???? ???? ????? ?? ??????,11,43
4193,24,40,60,"And your Lord says: ""Call on Me; I will answer your (Prayer): but those who are too arrogant to serve Me will surely find themselves in Hell - in humiliation!""",??????? ????????? ????????? ?????????? ?????? ? ????? ????????? ??????????????? ???? ?????????? ????????????? ????????? ??????????,???? ???? ?????? ????? ??? ? ?? ????? ???????? ?? ?????? ??????? ???? ??????,14,63
